ex_type,ex_name,ex_body_area,target_muscle,secondary_muscle_1,secondary_muscle_2,equipment
Cardio,Burpee,Cardio,Cardio,Quadriceps,Hamstrings,None
Muscle,Butt-Ups,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Butterfly Yoga Pose,Upper Legs,Adductors,Hamstrings,Groin,None
Muscle,Cable Alternate Shoulder Press,Shoulders,Delts,Triceps,Upper Back,Cable
Muscle,Cable Alternate Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Assisted Inverse Leg Curl,Upper Legs,Hamstrings,Glutes,Calves,Cable
Muscle,Cable Bar Lateral Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Bench Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Close Grip Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Concentration Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Concentration Extension (On Knee),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Cross-Over Lateral Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Cross-Over Revers Fly,Shoulders,Delts,Rhomboids,Trapezius,Cable
Muscle,Cable Cross-Over Variation,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Deadlift,Upper Legs,Glutes,Hamstrings,Quadriceps,Cable
Muscle,Cable Decline Fly,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable Decline One Arm Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Decline Press,Chest,Pectorals,Triceps,Shoulders,Cable
Muscle,Cable Decline Seated Wide-Grip Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Drag Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Floor Seated Wide-Grip Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Forward Raise,Shoulders,Delts,Triceps,Forearms,Cable
Muscle,Cable Front Raise,Shoulders,Delts,Triceps,Forearms,Cable
Muscle,Cable Front Shoulder Raise,Shoulders,Delts,Trapezius,Biceps,Cable
Muscle,Cable Hammer Curl (With Rope),Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable High Pulley Overhead Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable High Row (Kneeling),Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Hip Adduction,Upper Legs,Adductors,Glutes,Quadriceps,Cable
Muscle,Cable Incline Bench Press,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Bench Row,Back,Upper Back,Biceps,Rear Deltoids,Cable
Muscle,Cable Incline Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Fly (On Stability Ball),Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Incline Pushdown,Back,Lats,Triceps,Shoulders,Cable
Muscle,Cable Incline Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Judo Flip,Core,Abs,Obliques,Shoulders,Cable
Muscle,Cable Kickback,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Kneeling Crunch,Core,Abs,Obliques,,Cable
Muscle,Cable Kneeling Rear Delt Row (With Rope) (Male),Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Kneeling Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Lat Pulldown Full Range Of Motion,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Lateral Pulldown (With Rope Attachment),Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Lateral Pulldown With V-Bar,Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Lateral Raise,Shoulders,Delts,Traps,Triceps,Cable
Muscle,Cable Low Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Low Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Lying Bicep Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Lying Close-Grip Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Lying Extension Pullover (With Rope Attachment),Back,Lats,Triceps,Shoulders,Cable
Muscle,Cable Lying Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Lying Triceps Extension V. 2,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Middle Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable One Arm Bent Over Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable One Arm Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable One Arm Decline Chest Fly,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable One Arm Fly On Exercise Ball,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable One Arm Incline Fly On Exercise Ball,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable One Arm Incline Press,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable One Arm Incline Press On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable One Arm Lateral Bent-Over,Chest,Pectorals,Deltoids,Trapezius,Cable
Muscle,Cable One Arm Lateral Raise,Shoulders,Delts,Traps,Triceps,Cable
Muscle,Cable One Arm Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable One Arm Press On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable One Arm Pulldown,Back,Lats,Biceps,Forearms,Cable
Muscle,Cable One Arm Reverse Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable One Arm Straight Back High Row (Kneeling),Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable One Arm Tricep Pushdown,Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Overhead Curl,Upper Arms,Biceps,Forearms,Shoulders,Cable
Muscle,Cable Overhead Curl On Exercise Ball,Upper Arms,Biceps,Forearms,Shoulders,Cable
Muscle,Cable Overhead Triceps Extension (Rope Attachment),Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Palm Rotational Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Press On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable Pull Through (With Rope),Upper Legs,Glutes,Hamstrings,Lower Back,Cable
Muscle,Cable Pulldown,Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Pulldown (Pro Lat Bar),Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Pulldown Bicep Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Pushdown,Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Pushdown (Straight Arm) V. 2,Back,Lats,Triceps,Shoulders,Cable
Muscle,Cable Pushdown (With Rope Attachment),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Rear Delt Row (Stirrups),Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Rear Delt Row (With Rope),Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Rear Drive,Upper Arms,Triceps,Shoulders,Back,Cable
Muscle,Cable Rear Pulldown,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Reverse Crunch,Core,Abs,Hip Flexors,,Cable
Muscle,Cable Reverse Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Reverse One Arm Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Reverse Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Reverse Wrist Curl,Lower Arms,Forearms,Forearms,Wrists,Cable
Muscle,Cable Reverse-Grip Pushdown,Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Reverse-Grip Straight Back Seated High Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Rope Crossover Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Rope Elevated Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Rope Extension Incline Bench Row,Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Rope Hammer Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Rope High Pulley Overhead Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Rope Incline Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Rope Lying On Floor Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Rope One Arm Hammer Preacher Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Rope Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Russian Twists (On Stability Ball),Core,Abs,Obliques,Lower Back,Cable
Muscle,Cable Seated Chest Press,Chest,Pectorals,Shoulders,Triceps,Cable
Muscle,Cable Seated Crunch,Core,Abs,Obliques,,Cable
Muscle,Cable Seated Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Seated High Row (V-Bar),Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Seated One Arm Alternate Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Seated One Arm Concentration Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Seated Overhead Curl,Upper Arms,Biceps,Forearms,Shoulders,Cable
Muscle,Cable Seated Rear Lateral Raise,Shoulders,Delts,Traps,Rhomboids,Cable
Muscle,Cable Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Seated Shoulder Internal Rotation,Shoulders,Delts,Rotator Cuff,Triceps,Cable
Muscle,Cable Seated Twist,Core,Abs,Obliques,,Cable
Muscle,Cable Seated Wide-Grip Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Shoulder Press,Shoulders,Delts,Triceps,Upper Back,Cable
Muscle,Cable Shrug,Back,Traps,Shoulders,,Cable
Muscle,Cable Side Bend,Core,Abs,Obliques,,Cable
Muscle,Cable Side Bend Crunch (Bosu Ball),Core,Abs,Obliques,,Cable
Muscle,Cable Side Crunch,Core,Abs,Obliques,,Cable
Muscle,Cable Squat Row (With Rope Attachment),Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Squatting Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Standing Back Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Cable
Muscle,Cable Standing Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,Cable
Muscle,Cable Standing Cross-Over High Reverse Fly,Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Standing Crunch,Core,Abs,Obliques,,Cable
Muscle,Cable Standing Crunch (With Rope Attachment),Core,Abs,Obliques,,Cable
Muscle,Cable Standing Fly,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Standing Hip Extension,Upper Legs,Glutes,Hamstrings,Quadriceps,Cable
Muscle,Cable Standing Inner Curl,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Standing Lift,Core,Abs,Obliques,Lower Back,Cable
Muscle,Cable Standing One Arm Triceps Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Standing One Leg Calf Raise,Lower Legs,Calves,Ankles,Feet,Cable
Muscle,Cable Standing Pulldown (With Rope),Upper Arms,Biceps,Forearms,Shoulders,Cable
Muscle,Cable Standing Rear Delt Row (With Rope),Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Standing Row (V-Bar),Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Standing Shoulder External Rotation,Shoulders,Delts,Rotator Cuff,Trapezius,Cable
Muscle,Cable Standing Twist Row (V-Bar),Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Standing Up Straight Crossovers,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Straight Arm Pulldown,Back,Lats,Shoulders,Biceps,Cable
Muscle,Cable Straight Arm Pulldown (With Rope),Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Straight Back Seated Row,Back,Upper Back,Biceps,Forearms,Cable
Muscle,Cable Supine Reverse Fly,Shoulders,Delts,Trapezius,Rhomboids,Cable
Muscle,Cable Thibaudeau Kayak Row,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Triceps Pushdown (V-Bar),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Triceps Pushdown (V-Bar) (With Arm Blaster),Upper Arms,Triceps,Forearms,,Cable
Muscle,Cable Tuck Reverse Crunch,Core,Abs,Hip Flexors,,Cable
Muscle,Cable Twist,Core,Abs,Obliques,,Cable
Muscle,Cable Twist (Up-Down),Core,Abs,Obliques,Lower Back,Cable
Muscle,Cable Twisting Pull,Back,Lats,Shoulders,Biceps,Cable
Muscle,Cable Two Arm Curl On Incline Bench,Upper Arms,Biceps,Forearms,,Cable
Muscle,Cable Two Arm Tricep Kickback,Upper Arms,Triceps,Shoulders,,Cable
Muscle,Cable Underhand Pulldown,Back,Lats,Biceps,Forearms,Cable
Muscle,Cable Upper Chest Crossovers,Chest,Pectorals,Deltoids,Triceps,Cable
Muscle,Cable Upper Row,Back,Upper Back,Biceps,Shoulders,Cable
Muscle,Cable Upright Row,Shoulders,Delts,Traps,Biceps,Cable
Muscle,Cable Wide Grip Rear Pulldown Behind Neck,Back,Lats,Biceps,Rhomboids,Cable
Muscle,Cable Wrist Curl,Lower Arms,Forearms,Biceps,Brachialis,Cable
Muscle,Calf Push Stretch With Hands Against Wall,Lower Legs,Calves,Hamstrings,,None
Muscle,Calf Stretch With Hands Against Wall,Lower Legs,Calves,Hamstrings,,None
Muscle,Calf Stretch With Rope,Lower Legs,Calves,Hamstrings,,Rope
Muscle,Cambered Bar Lying Row,Back,Upper Back,Biceps,Forearms,Barbell
Muscle,Captains Chair Straight Leg Raise,Core,Abs,Hip Flexors,,None
Muscle,Chair Leg Extended Stretch,Upper Legs,Quads,Hamstrings,Calves,None
Muscle,Chest And Front Of Shoulder Stretch,Chest,Pectorals,Deltoids,,None
Muscle,Chest Dip,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Chest Dip (On Dip-Pull-Up Cage),Chest,Pectorals,Triceps,Shoulders,None
Muscle,Chest Dip On Straight Bar,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Chest Stretch With Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Stability Ball
Muscle,Chest Tap Push-Up (Male),Chest,Pectorals,Triceps,Shoulders,None
Muscle,Chin-Up,Back,Lats,Biceps,Forearms,None
Muscle,Chin-Ups (Narrow Parallel Grip),Back,Upper Back,Biceps,Forearms,None
Muscle,Circles Knee Stretch,Lower Legs,Calves,Hamstrings,Quadriceps,None
Muscle,Clap Push Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Clock Push-Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Close Grip Chin-Up,Back,Lats,Biceps,Forearms,None
Muscle,Close-Grip Push-Up,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Close-Grip Push-Up (On Knees),Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Cocoons,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Crab Twist Toe Touch,Core,Abs,Obliques,Hip Flexors,None
Muscle,Cross Body Crunch,Core,Abs,Obliques,,None
Muscle,Crunch (Hands Overhead),Core,Abs,Hip Flexors,,None
Muscle,Crunch (On Stability Ball),Core,Abs,Hip Flexors,,Stability Ball
Muscle,"Crunch (On Stability Ball, Arms Straight)",Core,Abs,Hip Flexors,,Stability Ball
Muscle,Crunch Floor,Core,Abs,Hip Flexors,,None
Muscle,Curl-Up,Core,Abs,Hip Flexors,,None
Muscle,Curtsey Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,None
Cardio,Cycle Cross Trainer,Cardio,Cardio,Quadriceps,Hamstrings,Leverage Machine
Muscle,Dead Bug,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Decline Crunch,Core,Abs,Hip Flexors,,None
Muscle,Decline Push-Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Decline Sit-Up,Core,Abs,Hip Flexors,Lower Back,None
Muscle,Deep Push Up,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Diamond Push-Up,Upper Arms,Triceps,Chest,Shoulders,None
Muscle,Donkey Calf Raise,Lower Legs,Calves,Hamstrings,Glutes,None
Muscle,Drop Push Up,Chest,Pectorals,Triceps,Shoulders,None
Muscle,Dumbbell Alternate Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Alternate Biceps Curl (With Arm Blaster),Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Alternate Hammer Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Alternate Preacher Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Alternate Seated Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Alternate Side Press,Shoulders,Delts,Triceps,Core,Dumbbell
Muscle,Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell Alternating Seated Bicep Curl On Exercise Ball,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Arnold Press,Shoulders,Delts,Triceps,Upper Chest,Dumbbell
Muscle,Dumbbell Arnold Press V. 2,Shoulders,Delts,Triceps,Upper Chest,Dumbbell
Muscle,Dumbbell Around Pullover,Chest,Pectorals,Triceps,Latissimus Dorsi,Dumbbell
Muscle,Dumbbell Bench Press,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Dumbbell Bench Seated Press,Shoulders,Delts,Triceps,Chest,Dumbbell
Muscle,Dumbbell Bench Squat,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Bent Over Row,Back,Upper Back,Biceps,Forearms,Dumbbell
Muscle,Dumbbell Bicep Curl Lunge With Bowling Motion,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell Bicep Curl On Exercise Ball With Leg Raised,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Muscle,Dumbbell Bicep Curl With Stork Stance,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Biceps Curl (With Arm Blaster),Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Biceps Curl Reverse,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Biceps Curl Squat,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Biceps Curl V Sit On Bosu Ball,Upper Arms,Biceps,Forearms,Shoulders,Dumbbell
Cardio,Dumbbell Burpee,Cardio,Cardio,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Clean,Upper Legs,Glutes,Hamstrings,Quadriceps,Dumbbell
Muscle,Dumbbell Close Grip Press,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Close-Grip Press,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Concentration Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Contralateral Forward Lunge,Upper Legs,Glutes,Quadriceps,Hamstrings,Dumbbell
Muscle,Dumbbell Cross Body Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Cross Body Hammer Curl V. 2,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Cuban Press,Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Cuban Press V. 2,Shoulders,Delts,Triceps,Upper Back,Dumbbell
Muscle,Dumbbell Deadlift,Upper Legs,Glutes,Hamstrings,Lower Back,Dumbbell
Muscle,Dumbbell Decline Bench Press,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Dumbbell Decline Fly,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Decline Hammer Press,Chest,Pectorals,Triceps,Shoulders,Dumbbell
Muscle,Dumbbell Decline One Arm Fly,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Decline One Arm Hammer Press,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Decline Shrug,Back,Traps,Shoulders,Rhomboids,Dumbbell
Muscle,Dumbbell Decline Shrug V. 2,Back,Traps,Shoulders,Rhomboids,Dumbbell
Muscle,Dumbbell Decline Triceps Extension,Upper Arms,Triceps,Shoulders,,Dumbbell
Muscle,Dumbbell Decline Twist Fly,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Finger Curls,Lower Arms,Forearms,Wrist Flexors,Wrist Extensors,Dumbbell
Muscle,Dumbbell Fly,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Fly On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Forward Lunge Triceps Extension,Upper Arms,Triceps,Shoulders,Core,Dumbbell
Muscle,Dumbbell Front Raise,Shoulders,Delts,Biceps,Trapezius,Dumbbell
Muscle,Dumbbell Front Raise V. 2,Shoulders,Delts,Trapezius,Biceps,Dumbbell
Muscle,Dumbbell Full Can Lateral Raise,Shoulders,Delts,Traps,Rotator Cuff,Dumbbell
Muscle,Dumbbell Goblet Squat,Upper Legs,Quads,Glutes,Hamstrings,Dumbbell
Muscle,Dumbbell Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Hammer Curl On Exercise Ball,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Hammer Curl V. 2,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Hammer Curls (With Arm Blaster),Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell High Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline Alternate Press,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Incline Bench Press,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Incline Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline Breeding,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Incline Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline Curl V. 2,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline Fly,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Incline Fly On Exercise Ball,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Incline Hammer Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline Hammer Press,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Incline Hammer Press On Exercise Ball,Upper Arms,Triceps,Chest,Shoulders,Dumbbell
Muscle,Dumbbell Incline Inner Biceps Curl,Upper Arms,Biceps,Forearms,,Dumbbell
Muscle,Dumbbell Incline One Arm Fly,Chest,Pectorals,Deltoids,Triceps,Dumbbell
Muscle,Dumbbell Incline One Arm Fly On Exercise Ball,Chest,Pectorals,Shoulders,,Dumbbell
Muscle,Dumbbell Incline One Arm Hammer Press,Upper Arms,Triceps,Shoulders,Chest,Dumbbell
Muscle,Dumbbell Incline One Arm Hammer Press On Exercise Ball,Upper Arms,Triceps,Shoulders,Chest,Dumbbell
Muscle,Dumbbell Incline One Arm Lateral Raise,Shoulders,Delts,Trapezius,Triceps,Dumbbell
Muscle,Dumbbell Incline One Arm Press,Chest,Pectorals,Shoulders,Triceps,Dumbbell
Muscle,Dumbbell Incline One Arm Press On Exercise Ball,Chest,Pectorals,Shoulders,Triceps,Dumbbell
